"[0.11993007361888885, -0.16905741393566132, 0.5778800249099731]","[0.1267065554857254, -0.17315706610679626, 0.6053932905197144]","[0.12832212448120117, -0.1611425280570984, 0.6070020198822021]","[0.12627938389778137, -0.16358761489391327, 0.6062051653862]","[0.1160261482000351, -0.1813853234052658, 0.6143320202827454]","[0.11816401034593582, -0.19270476698875427, 0.6139147281646729]","[0.12125192582607269, -0.17334382236003876, 0.6020469665527344]","[0.107332244515419, -0.08715364336967468, 0.610913872718811]","[0.0003833262308035046, -0.1198381781578064, 0.5722103118896484]","[0.11983378231525421, -0.14027339220046997, 0.5693069100379944]","[0.09273063391447067, -0.1609620749950409, 0.5372930765151978]","[0.16079244017601013, 0.022579113021492958, 0.4792633652687073]","[-0.07910840213298798, 0.007037940435111523, 0.5199152827262878]","[0.34910082817077637, 0.05309593677520752, 0.4249059855937958]","[-0.20737719535827637, -0.12441471964120865, 0.31851109862327576]","[0.49756622314453125, 0.050610750913619995, 0.3861787021160126]","[-0.2780074179172516, -0.2576417624950409, 0.21471840143203735]","[0.5389688014984131, 0.052928950637578964, 0.3818361759185791]","[-0.26758620142936707, -0.3170096278190613, 0.2015075981616974]","[0.5166652798652649, 0.02241544798016548, 0.386510968208313]","[-0.22573024034500122, -0.32489433884620667, 0.22906097769737244]","[0.5019218325614929, 0.03376142680644989, 0.3611813187599182]","[-0.2630893588066101, -0.2719765305519104, 0.21573692560195923]","[0.06838773936033249, 0.034312956035137177, -0.0051785847172141075]","[-0.06597443670034409, -0.028701920062303543, 0.00796622596681118]","[-0.021411839872598648, -0.11724745482206345, -0.297806054353714]","[-0.07117581367492676, -0.1011047512292862, -0.34374135732650757]","[-0.2440636157989502, 0.09295676648616791, -0.4908624291419983]","[-0.1681593805551529, 0.010051663964986801, -0.7349773049354553]","[-0.29080384969711304, 0.10711842775344849, -0.5069197416305542]","[-0.1783381849527359, -0.015748679637908936, -0.7683496475219727]","[-0.34654107689857483, 0.05775761604309082, -0.5665396451950073]","[-0.18851338326931, -0.12813061475753784, -0.7993282675743103]"
"[0.15367311239242554, -0.24858108162879944, 0.546022355556488]","[0.16322235763072968, -0.2352374643087387, 0.5731971263885498]","[0.16585181653499603, -0.22548748552799225, 0.5734704732894897]","[0.16352775692939758, -0.227507084608078, 0.5728789567947388]","[0.14887484908103943, -0.2625969350337982, 0.5818884968757629]","[0.1514120250940323, -0.27578315138816833, 0.5810614824295044]","[0.15482017397880554, -0.25528469681739807, 0.5713897943496704]","[0.15167975425720215, -0.11489489674568176, 0.5859158635139465]","[0.025052137672901154, -0.19416846334934235, 0.5532909631729126]","[0.1596834510564804, -0.19322098791599274, 0.5444835424423218]","[0.1310148388147354, -0.2408708930015564, 0.5130407810211182]","[0.1816210299730301, 0.015920355916023254, 0.47686126828193665]","[-0.0598575621843338, -0.06148657575249672, 0.5187711715698242]","[0.29512661695480347, 0.011590523645281792, 0.34984567761421204]","[-0.1824924647808075, -0.14373034238815308, 0.2904817759990692]","[0.21640892326831818, -0.01865050010383129, 0.2748066484928131]","[-0.2768171727657318, -0.2288530319929123, 0.17756804823875427]","[0.16956956684589386, -0.017578957602381706, 0.26435235142707825]","[-0.2796951234340668, -0.2855302393436432, 0.16602954268455505]","[0.14237336814403534, -0.03315316513180733, 0.28264832496643066]","[-0.2458411306142807, -0.2917596697807312, 0.19815650582313538]","[0.1938474476337433, -0.02608470246195793, 0.2560812532901764]","[-0.27235034108161926, -0.240348219871521, 0.18262431025505066]","[0.0696069747209549, 0.05949128419160843, -0.008859360590577126]","[-0.06663273274898529, -0.055810268968343735, 0.011820352636277676]","[0.014927247539162636, 0.03978812322020531, -0.3644934892654419]","[0.08436828851699829, -0.30767080187797546, -0.14126038551330566]","[-0.0822582095861435, 0.22280973196029663, -0.6890056729316711]","[-0.12529118359088898, -0.010805409401655197, -0.3279591500759125]","[-0.11032070964574814, 0.24892359972000122, -0.7278587222099304]","[-0.14986708760261536, -0.014363229274749756, -0.3374147117137909]","[-0.04402830824255943, 0.23146601021289825, -0.7637542486190796]","[-0.14594101905822754, -0.09952244162559509, -0.3826085031032562]"
"[0.2723599076271057, -0.24552832543849945, 0.5246830582618713]","[0.2653294801712036, -0.23664553463459015, 0.5549846291542053]","[0.2668265700340271, -0.2270105481147766, 0.5546918511390686]","[0.26571303606033325, -0.2288072556257248, 0.5551837086677551]","[0.26558491587638855, -0.27633851766586304, 0.5613563656806946]","[0.26892903447151184, -0.2908572852611542, 0.5598469972610474]","[0.272030770778656, -0.26903289556503296, 0.5494458675384521]","[0.18615347146987915, -0.14059396088123322, 0.5766499638557434]","[0.13669167459011078, -0.2740367650985718, 0.5300710797309875]","[0.2506773769855499, -0.19438405334949493, 0.5266547799110413]","[0.24327844381332397, -0.25849485397338867, 0.48973318934440613]","[0.17033423483371735, 0.03249400481581688, 0.4723930358886719]","[0.01708189584314823, -0.17143161594867706, 0.5017839670181274]","[0.1608532965183258, 0.07689189910888672, 0.3192213177680969]","[-0.13025331497192383, -0.2430521845817566, 0.2507850229740143]","[0.0922854095697403, 0.07290568947792053, 0.19030515849590302]","[-0.21709543466567993, -0.2582359313964844, 0.1142532005906105]","[0.05102357268333435, 0.08535446971654892, 0.17273612320423126]","[-0.2206571400165558, -0.3131355047225952, 0.10574401170015335]","[0.03662344813346863, 0.07179130613803864, 0.1812635362148285]","[-0.18864847719669342, -0.30963146686553955, 0.13281993567943573]","[0.08035371452569962, 0.06808813661336899, 0.168407142162323]","[-0.21404416859149933, -0.26529228687286377, 0.1177748441696167]","[0.06212073937058449, 0.10009180754423141, -0.006459951400756836]","[-0.05918857827782631, -0.09702584147453308, 0.010033147409558296]","[0.20387762784957886, 0.12633280456066132, -0.313825786113739]","[0.15481698513031006, -0.184387668967247, -0.21009530127048492]","[0.038782767951488495, 0.2893238067626953, -0.5682477951049805]","[-0.046802133321762085, 0.014504702761769295, -0.4913051724433899]","[0.0021405958104878664, 0.3170098066329956, -0.5952459573745728]","[-0.06340989470481873, -0.001445881905965507, -0.5082637667655945]","[0.03598058223724365, 0.3272860050201416, -0.6529514193534851]","[0.01705680787563324, -0.06916502863168716, -0.44144830107688904]"
"[0.3162304759025574, -0.2945055365562439, 0.5376138091087341]","[0.3072168231010437, -0.2800903022289276, 0.5645312666893005]","[0.30930858850479126, -0.2729773223400116, 0.5628262162208557]","[0.3071230947971344, -0.27409058809280396, 0.5647243857383728]","[0.30577772855758667, -0.3257632553577423, 0.5699126720428467]","[0.30908551812171936, -0.3408995270729065, 0.5689934492111206]","[0.3099771738052368, -0.31655892729759216, 0.5604803562164307]","[0.22655300796031952, -0.17867961525917053, 0.5735443830490112]","[0.17848357558250427, -0.3181447684764862, 0.5205721855163574]","[0.2998858392238617, -0.24230293929576874, 0.5347591042518616]","[0.287853866815567, -0.3128378391265869, 0.49619248509407043]","[0.18993549048900604, 0.022916456684470177, 0.46676990389823914]","[0.07451630383729935, -0.21930962800979614, 0.4797770380973816]","[0.22270797193050385, 0.05520001798868179, 0.32351067662239075]","[-0.10337775945663452, -0.3339143693447113, 0.2279898226261139]","[0.29618656635284424, 0.08778027445077896, 0.23353374004364014]","[-0.18311500549316406, -0.3986470699310303, 0.08445809781551361]","[0.2943715453147888, 0.1157524585723877, 0.22727413475513458]","[-0.18611228466033936, -0.4539073705673218, 0.07214001566171646]","[0.2829681932926178, 0.09564423561096191, 0.23635271191596985]","[-0.15119747817516327, -0.4575626254081726, 0.09052452445030212]","[0.2949114739894867, 0.084295853972435, 0.21218621730804443]","[-0.17853617668151855, -0.4060516059398651, 0.083381287753582]","[0.051333412528038025, 0.11584118753671646, 0.0006767450831830502]","[-0.04705303907394409, -0.11435390263795853, 0.0039245919324457645]","[0.2112734615802765, 0.3699455261230469, -0.1821490079164505]","[0.15516997873783112, -0.22785983979701996, -0.20580609142780304]","[0.37034153938293457, 0.628571629524231, -0.39808136224746704]","[-0.04189454764127731, -0.18411070108413696, -0.5472295880317688]","[0.3745540678501129, 0.6631490588188171, -0.42351508140563965]","[-0.05749975144863129, -0.20753242075443268, -0.5728722810745239]","[0.5044558048248291, 0.6845371127128601, -0.3918030261993408]","[0.01730387471616268, -0.2699292302131653, -0.5640807151794434]"
"[0.3794153332710266, -0.21073417365550995, 0.49036726355552673]","[0.36703041195869446, -0.20120713114738464, 0.5228157043457031]","[0.3698040843009949, -0.1976078301668167, 0.5200527906417847]","[0.36892402172088623, -0.19934552907943726, 0.5226030349731445]","[0.3785586357116699, -0.2750408947467804, 0.5239118337631226]","[0.382637619972229, -0.2875014543533325, 0.5221721529960632]","[0.3841691315174103, -0.26301810145378113, 0.5144891738891602]","[0.2667511999607086, -0.14084935188293457, 0.5439911484718323]","[0.27029895782470703, -0.265182763338089, 0.4821590185165405]","[0.35380926728248596, -0.1706644892692566, 0.49367183446884155]","[0.3544424772262573, -0.27997854351997375, 0.4494430124759674]","[0.22489577531814575, 0.04321642592549324, 0.4383203387260437]","[0.1404079645872116, -0.17874540388584137, 0.4595232307910919]","[0.27090689539909363, 0.06645470857620239, 0.32568198442459106]","[-0.05717255547642708, -0.26773327589035034, 0.2177824079990387]","[0.3469764292240143, 0.07341160625219345, 0.2371007204055786]","[-0.11283136904239655, -0.30004554986953735, 0.06662149727344513]","[0.34989050030708313, 0.09194102138280869, 0.23201757669448853]","[-0.1054350808262825, -0.35113006830215454, 0.04339863732457161]","[0.3447938859462738, 0.07943879067897797, 0.24570569396018982]","[-0.04931815341114998, -0.35513147711753845, 0.0673331692814827]","[0.34845227003097534, 0.07046036422252655, 0.21781493723392487]","[-0.09755594283342361, -0.3080742359161377, 0.06520842760801315]","[0.049088358879089355, 0.12186849862337112, 0.0033126419875770807]","[-0.04400591552257538, -0.12106543779373169, 0.0009455492254346609]","[0.28898558020591736, 0.22021450102329254, -0.1908021867275238]","[0.12802132964134216, -0.2800842523574829, -0.21792630851268768]","[0.5507165193557739, 0.375675767660141, -0.4196593165397644]","[-0.05519696697592735, -0.25682029128074646, -0.5685663819313049]","[0.5681276321411133, 0.41422292590141296, -0.44188743829727173]","[-0.0652918815612793, -0.2860903739929199, -0.5965710878372192]","[0.7275010347366333, 0.4069347381591797, -0.3452802300453186]","[0.026774749159812927, -0.3657798767089844, -0.6073592305183411]"
"[0.4068536162376404, -0.22142115235328674, 0.4394901990890503]","[0.39521241188049316, -0.21348446607589722, 0.47324705123901367]","[0.3973119556903839, -0.20856505632400513, 0.47138711810112]","[0.3957649767398834, -0.20933157205581665, 0.4730706214904785]","[0.40591931343078613, -0.271878182888031, 0.4732394814491272]","[0.40879806876182556, -0.2836320400238037, 0.47043290734291077]","[0.40953782200813293, -0.26044076681137085, 0.4621322751045227]","[0.29945632815361023, -0.14983217418193817, 0.5095452070236206]","[0.2794424295425415, -0.2925562262535095, 0.44360384345054626]","[0.38277649879455566, -0.1787966936826706, 0.44771671295166016]","[0.3736914098262787, -0.26346907019615173, 0.4038850963115692]","[0.2535575032234192, 0.030168168246746063, 0.4255019426345825]","[0.14289240539073944, -0.19846366345882416, 0.43672478199005127]","[0.3834596574306488, 0.12553468346595764, 0.3813069462776184]","[-0.03792884945869446, -0.28765368461608887, 0.2131146639585495]","[0.5587206482887268, 0.24740317463874817, 0.33499279618263245]","[-0.004714729264378548, -0.3162324130535126, 0.07874356210231781]","[0.5852302312850952, 0.2803500294685364, 0.34471020102500916]","[0.029673825949430466, -0.3676087558269501, 0.05904849246144295]","[0.5855324864387512, 0.26452142000198364, 0.3481268584728241]","[0.10546247661113739, -0.3591364324092865, 0.07953823357820511]","[0.5664467811584473, 0.24603205919265747, 0.3135593831539154]","[0.02247176691889763, -0.3184695839881897, 0.07978781312704086]","[0.04883982986211777, 0.12074592709541321, 0.007146056275814772]","[-0.04388739913702011, -0.12004519999027252, -0.002775944769382477]","[0.3078598082065582, 0.19171525537967682, -0.19046272337436676]","[0.15771248936653137, -0.25131192803382874, -0.22227969765663147]","[0.5720927715301514, 0.303560733795166, -0.40757623314857483]","[-0.05462589114904404, -0.15880605578422546, -0.5589509606361389]","[0.5878565311431885, 0.3317427337169647, -0.42634081840515137]","[-0.06621689349412918, -0.17985528707504272, -0.5876997113227844]","[0.7301892042160034, 0.31309962272644043, -0.3379516005516052]","[0.026596128940582275, -0.24468570947647095, -0.6129987239837646]"
"[0.45311591029167175, -0.18358825147151947, 0.4365805685520172]","[0.4429622292518616, -0.1737140715122223, 0.4699581563472748]","[0.44616204500198364, -0.1683603972196579, 0.46873611211776733]","[0.44533517956733704, -0.1687985062599182, 0.46974533796310425]","[0.4545934796333313, -0.23520919680595398, 0.4699574410915375]","[0.45808786153793335, -0.24693532288074493, 0.46651241183280945]","[0.45843198895454407, -0.22407972812652588, 0.45698437094688416]","[0.3404567539691925, -0.11263313889503479, 0.5024076700210571]","[0.3218567669391632, -0.26261967420578003, 0.44361060857772827]","[0.4236818552017212, -0.14122675359249115, 0.44303423166275024]","[0.41534262895584106, -0.23085878789424896, 0.39908266067504883]","[0.2462836056947708, 0.06154952570796013, 0.40194588899612427]","[0.19571153819561005, -0.17095157504081726, 0.4243031442165375]","[0.11934518814086914, 0.10255750268697739, 0.3088672459125519]","[-0.00852438248693943, -0.24330337345600128, 0.22391833364963531]","[0.0755218118429184, 0.1499689817428589, 0.20733341574668884]","[0.0017505233408883214, -0.13241888582706451, 0.14307145774364471]","[0.05153319984674454, 0.17028763890266418, 0.19479668140411377]","[0.036327894777059555, -0.15996742248535156, 0.13204339146614075]","[0.0655965581536293, 0.15889406204223633, 0.1926097422838211]","[0.09181026369333267, -0.1485104262828827, 0.16882508993148804]","[0.07436896860599518, 0.14873573184013367, 0.18418776988983154]","[0.018366577103734016, -0.13072338700294495, 0.16000045835971832]","[0.046032316982746124, 0.12123766541481018, 0.008100287988781929]","[-0.040495794266462326, -0.12160853296518326, -0.003932187799364328]","[0.259914755821228, 0.1790710687637329, -0.1571657657623291]","[0.15547117590904236, -0.22370226681232452, -0.22933925688266754]","[0.49544817209243774, 0.08008928596973419, -0.38090553879737854]","[-0.07387693226337433, -0.1303921490907669, -0.5578151345252991]","[0.5093082785606384, 0.08008293807506561, -0.40053537487983704]","[-0.09228748828172684, -0.15351465344429016, -0.5851633548736572]","[0.666516900062561, 0.07057961821556091, -0.3010607361793518]","[0.0070455605164170265, -0.21329452097415924, -0.6114602088928223]"
"[0.4683220684528351, -0.18488886952400208, 0.4491945207118988]","[0.45196065306663513, -0.17602995038032532, 0.47954919934272766]","[0.45379719138145447, -0.1701718419790268, 0.479155033826828]","[0.45335277915000916, -0.17078863084316254, 0.48105040192604065]","[0.46405652165412903, -0.2343733012676239, 0.48065856099128723]","[0.4654969871044159, -0.24630700051784515, 0.4776988625526428]","[0.46542948484420776, -0.2238052636384964, 0.46854889392852783]","[0.34831973910331726, -0.11448298394680023, 0.5032649040222168]","[0.33054959774017334, -0.2631455063819885, 0.43138599395751953]","[0.4463578462600708, -0.14201216399669647, 0.45169439911842346]","[0.433746874332428, -0.22759820520877838, 0.40677499771118164]","[0.23735128343105316, 0.05978492274880409, 0.40790826082229614]","[0.25410735607147217, -0.18104776740074158, 0.3982295095920563]","[0.09501963108778, 0.13463498651981354, 0.31321263313293457]","[0.043593309819698334, -0.27823248505592346, 0.20305640995502472]","[0.05927637219429016, 0.3484199047088623, 0.22373607754707336]","[0.031702909618616104, -0.26318302750587463, 0.14779344201087952]","[0.02871377393603325, 0.40833818912506104, 0.22292941808700562]","[0.06025616452097893, -0.3107215464115143, 0.14472517371177673]","[0.04028172791004181, 0.40825384855270386, 0.2218184620141983]","[0.1113632395863533, -0.29180747270584106, 0.17357787489891052]","[0.05917892977595329, 0.36041492223739624, 0.19990406930446625]","[0.047158945351839066, -0.2635129392147064, 0.16049209237098694]","[0.019981779158115387, 0.1196579709649086, 0.017987031489610672]","[-0.01568305678665638, -0.11918510496616364, -0.014392268843948841]","[0.2247139811515808, 0.356474906206131, -0.16219350695610046]","[0.23078511655330658, -0.15928925573825836, -0.23187431693077087]","[0.4006858468055725, 0.5837715864181519, -0.40032997727394104]","[-0.0003537745214998722, -0.019764505326747894, -0.5495126843452454]","[0.4041287302970886, 0.6131823062896729, -0.4212067127227783]","[-0.016916785389184952, -0.03559447079896927, -0.577816367149353]","[0.5378335118293762, 0.6747219562530518, -0.38426539301872253]","[0.06934057921171188, -0.025872444733977318, -0.6213973164558411]"
"[0.4501555562019348, -0.1828799843788147, 0.4363071620464325]","[0.44993698596954346, -0.17373327910900116, 0.46415087580680847]","[0.45060089230537415, -0.16586418449878693, 0.4647443890571594]","[0.4509962499141693, -0.16792738437652588, 0.466739296913147]","[0.4530336856842041, -0.2222651094198227, 0.46922287344932556]","[0.4570855498313904, -0.23715081810951233, 0.46754899621009827]","[0.45417508482933044, -0.21398667991161346, 0.45681166648864746]","[0.3727688193321228, -0.10703621059656143, 0.489075630903244]","[0.33100590109825134, -0.25190064311027527, 0.43689313530921936]","[0.4320554733276367, -0.141912043094635, 0.4376126229763031]","[0.4139477014541626, -0.22116445004940033, 0.4005694091320038]","[0.28575900197029114, 0.06344405561685562, 0.3617021143436432]","[0.2480182945728302, -0.17776010930538177, 0.4085557460784912]","[0.26506364345550537, 0.10169973969459534, 0.18855082988739014]","[0.12481257319450378, -0.4204486608505249, 0.20776662230491638]","[0.3330673575401306, 0.2985284924507141, 0.011579897254705429]","[0.08769015222787857, -0.6290571689605713, 0.13932932913303375]","[0.3384174406528473, 0.3382251560688019, -0.005501598119735718]","[0.09981785714626312, -0.7167410254478455, 0.1365148276090622]","[0.3454061448574066, 0.2777898907661438, -0.012329054065048695]","[0.1567283272743225, -0.7004438638687134, 0.14918047189712524]","[0.33818158507347107, 0.2628571093082428, -0.01771012879908085]","[0.10141805559396744, -0.6368620991706848, 0.1422196924686432]","[0.01410010177642107, 0.11763668805360794, 0.017243990674614906]","[-0.010526366531848907, -0.11607152968645096, -0.013422845862805843]","[0.2047693133354187, 0.24876131117343903, -0.2647329568862915]","[0.2549675703048706, -0.04922667145729065, -0.2336091250181198]","[0.04683135077357292, 0.40071427822113037, -0.5694510340690613]","[-0.003828059183433652, 0.1601908653974533, -0.5195857882499695]","[0.01576859876513481, 0.42299947142601013, -0.5919621586799622]","[-0.0194599200040102, 0.13962745666503906, -0.5463671088218689]","[0.15133938193321228, 0.43422365188598633, -0.6126870512962341]","[0.09416307508945465, 0.11790682375431061, -0.5667550563812256]"
"[0.4533037543296814, -0.2032095044851303, 0.42425692081451416]","[0.453818142414093, -0.19359757006168365, 0.45108476281166077]","[0.45382627844810486, -0.1840699464082718, 0.4509211480617523]","[0.4544289708137512, -0.18684659898281097, 0.45373937487602234]","[0.45666664838790894, -0.23646458983421326, 0.4560139775276184]","[0.460249662399292, -0.2528039216995239, 0.4546995162963867]","[0.45636409521102905, -0.22790631651878357, 0.44437697529792786]","[0.3781377673149109, -0.11598712205886841, 0.4704839587211609]","[0.3303120732307434, -0.25227534770965576, 0.4220869839191437]","[0.4368862509727478, -0.1644958108663559, 0.42047351598739624]","[0.41457998752593994, -0.23511762917041779, 0.386640340089798]","[0.2982524037361145, 0.05981089547276497, 0.3425341248512268]","[0.2644306421279907, -0.19205868244171143, 0.3891257345676422]","[0.3114369213581085, 0.09419317543506622, 0.15487097203731537]","[0.14558467268943787, -0.4386284649372101, 0.17282481491565704]","[0.39710551500320435, 0.1732088029384613, -0.02009512111544609]","[0.17385904490947723, -0.6339125633239746, 0.14322325587272644]","[0.4137862026691437, 0.2190755158662796, -0.025037279352545738]","[0.20921863615512848, -0.7188812494277954, 0.1476692408323288]","[0.42020127177238464, 0.16744796931743622, -0.029524141922593117]","[0.26295214891433716, -0.7033620476722717, 0.16335271298885345]","[0.40257760882377625, 0.14783324301242828, -0.049098994582891464]","[0.19139137864112854, -0.6416687965393066, 0.1465993970632553]","[0.01000350620597601, 0.11893996596336365, 0.016241736710071564]","[-0.006279329769313335, -0.1174100860953331, -0.01242146361619234]","[0.14185622334480286, 0.3677828013896942, -0.22349514067173004]","[0.28115904331207275, -0.03759382292628288, -0.23542408645153046]","[-0.013838068582117558, 0.6076143383979797, -0.5179725289344788]","[0.02247897908091545, 0.19331708550453186, -0.4982805550098419]","[-0.04629788175225258, 0.641964316368103, -0.5344218611717224]","[0.004942472092807293, 0.17895294725894928, -0.5190236568450928]","[0.04840528592467308, 0.6825035810470581, -0.6024059057235718]","[0.09368517249822617, 0.18782678246498108, -0.5587449669837952]"
"[0.4616521894931793, -0.17215216159820557, 0.43679603934288025]","[0.4571092426776886, -0.16699789464473724, 0.46450769901275635]","[0.4567651152610779, -0.15597930550575256, 0.4642053246498108]","[0.45774614810943604, -0.15978045761585236, 0.46677181124687195]","[0.4668247699737549, -0.20637410879135132, 0.4681926667690277]","[0.4694617688655853, -0.22266234457492828, 0.4664425551891327]","[0.4647601842880249, -0.19743144512176514, 0.4558175504207611]","[0.3755582869052887, -0.11101358383893967, 0.48388123512268066]","[0.34640955924987793, -0.24247562885284424, 0.4295533001422882]","[0.44168591499328613, -0.14247287809848785, 0.43318885564804077]","[0.42314842343330383, -0.2092788964509964, 0.39777252078056335]","[0.2877127230167389, 0.052180010825395584, 0.3588268756866455]","[0.2958860993385315, -0.18446066975593567, 0.39373645186424255]","[0.3634462058544159, 0.08537107706069946, 0.174147367477417]","[0.16606314480304718, -0.4205259680747986, 0.18543796241283417]","[0.4756526052951813, 0.14523865282535553, -0.012949134223163128]","[0.1424798220396042, -0.586864709854126, 0.12949445843696594]","[0.5015065670013428, 0.18097949028015137, -0.020992819219827652]","[0.1638866662979126, -0.6681918501853943, 0.1259271502494812]","[0.5031362771987915, 0.15084560215473175, -0.025444990023970604]","[0.22019711136817932, -0.6508517265319824, 0.1306106448173523]","[0.48367345333099365, 0.13177083432674408, -0.043312933295965195]","[0.1573772132396698, -0.5932469367980957, 0.12949414551258087]","[-0.014730658382177353, 0.1155448779463768, 0.02335645817220211]","[0.018436256796121597, -0.11405245959758759, -0.019812416285276413]","[-0.11504609137773514, 0.35939282178878784, -0.1676274687051773]","[0.2764347791671753, 0.05251444876194, -0.2404419481754303]","[-0.3214065432548523, 0.4969196915626526, -0.4139792323112488]","[0.05511501431465149, 0.2059844583272934, -0.5129815340042114]","[-0.3593038320541382, 0.5215151309967041, -0.4264076352119446]","[0.041650984436273575, 0.18316158652305603, -0.535894513130188]","[-0.3052273392677307, 0.5477966070175171, -0.46202558279037476]","[0.13792870938777924, 0.18718655407428741, -0.5650123357772827]"
"[0.47134631872177124, -0.052528709173202515, 0.45522528886795044]","[0.4544459283351898, -0.06472431868314743, 0.4841912090778351]","[0.4553160071372986, -0.04687636345624924, 0.48906150460243225]","[0.45426642894744873, -0.05280841886997223, 0.48715656995773315]","[0.47942930459976196, -0.0978797972202301, 0.4896101951599121]","[0.47794145345687866, -0.11310359090566635, 0.482378751039505]","[0.4738062024116516, -0.08937656879425049, 0.47337961196899414]","[0.3596760928630829, -0.055657390505075455, 0.5030139088630676]","[0.36937057971954346, -0.16963647305965424, 0.4357040226459503]","[0.44433698058128357, -0.03717583417892456, 0.4436318874359131]","[0.43378594517707825, -0.09678536653518677, 0.4085080325603485]","[0.23989324271678925, 0.05396439507603645, 0.4137646555900574]","[0.3558403551578522, -0.14773736894130707, 0.3928322494029999]","[0.1719018518924713, 0.2141055017709732, 0.4490956962108612]","[0.3515585660934448, -0.36819547414779663, 0.16500122845172882]","[0.11027682572603226, 0.4800340533256531, 0.5272151231765747]","[0.4563053846359253, -0.5258547067642212, 0.0332321971654892]","[0.06381918489933014, 0.5454195141792297, 0.5708341002464294]","[0.5024054646492004, -0.598845899105072, -0.011160767637193203]","[0.07684160023927689, 0.5554205179214478, 0.5844466686248779]","[0.5699305534362793, -0.5724789500236511, 0.0008131641079671681]","[0.11995717883110046, 0.49582281708717346, 0.5156838893890381]","[0.4854954183101654, -0.5260041356086731, 0.03481518104672432]","[-0.04560057818889618, 0.11213458329439163, 0.029596371576189995]","[0.05172891914844513, -0.10907474905252457, -0.023974670097231865]","[-0.296512633562088, 0.34614795446395874, -0.17441102862358093]","[0.26561787724494934, 0.007734774611890316, -0.2702038288116455]","[-0.5057139992713928, 0.3648473918437958, -0.3982594907283783]","[0.06485778093338013, 0.20364002883434296, -0.544160783290863]","[-0.5453997850418091, 0.38491886854171753, -0.4069973826408386]","[0.050791285932064056, 0.18649111688137054, -0.5795498490333557]","[-0.5376645922660828, 0.42675089836120605, -0.42776134610176086]","[0.1407480090856552, 0.23155122995376587, -0.6269558072090149]"
"[0.46375876665115356, 0.014027539640665054, 0.4921649694442749]","[0.44624650478363037, -0.004658914636820555, 0.5147167444229126]","[0.44783541560173035, 0.016290083527565002, 0.520223081111908]","[0.44642311334609985, 0.010793715715408325, 0.5170701146125793]","[0.47697025537490845, -0.03261060267686844, 0.5209965109825134]","[0.47385942935943604, -0.04998045042157173, 0.5132552981376648]","[0.47237518429756165, -0.026263365522027016, 0.5045085549354553]","[0.34892359375953674, -0.008363253436982632, 0.5163139700889587]","[0.37802690267562866, -0.11107955873012543, 0.44237616658210754]","[0.4355146586894989, 0.028301959857344627, 0.470821738243103]","[0.43182891607284546, -0.029411202296614647, 0.43374839425086975]","[0.20754244923591614, 0.07733138650655746, 0.4243401885032654]","[0.36532101035118103, -0.09584888815879822, 0.3913221061229706]","[0.06528476625680923, 0.25187811255455017, 0.48398301005363464]","[0.38405516743659973, -0.35098546743392944, 0.17370615899562836]","[-0.024129565805196762, 0.5198822617530823, 0.5981655120849609]","[0.5132075548171997, -0.49551087617874146, 0.06275594234466553]","[-0.07363418489694595, 0.5872960090637207, 0.6469704508781433]","[0.5681504011154175, -0.5698063969612122, 0.01743444614112377]","[-0.060440484434366226, 0.6036965847015381, 0.6706438064575195]","[0.6397348046302795, -0.543268084526062, 0.036555878818035126]","[-0.014773329719901085, 0.5413634777069092, 0.5901247262954712]","[0.5471894145011902, -0.496442049741745, 0.06832000613212585]","[-0.05222610756754875, 0.10722625255584717, 0.03188963234424591]","[0.05610121041536331, -0.10432902723550797, -0.025636853650212288]","[-0.37425073981285095, 0.21022610366344452, -0.18982890248298645]","[0.26666688919067383, 0.015760766342282295, -0.28584223985671997]","[-0.6365376114845276, 0.2117871344089508, -0.29375627636909485]","[0.059194114059209824, 0.23967215418815613, -0.5539478063583374]","[-0.6889166831970215, 0.22949755191802979, -0.29006168246269226]","[0.04355488717556, 0.22413094341754913, -0.5921987891197205]","[-0.7198591828346252, 0.250275194644928, -0.3041047751903534]","[0.14468859136104584, 0.2842111587524414, -0.6274778246879578]"
